date,sales
8/20/2014,60066
8/21/2014,-815
8/22/2014,18606
8/23/2014,36406
8/24/2014,-37310
8/25/2014,92997
8/26/2014,78334
8/27/2014,-35671
8/28/2014,-3658
8/29/2014,98785
8/30/2014,-16496
8/31/2014,64414
9/1/2014,14408
9/2/2014,12206
9/3/2014,56945
9/4/2014,63813
9/5/2014,82293
9/6/2014,-905
9/7/2014,42876
9/8/2014,-17361
9/9/2014,44186
9/10/2014,41063
9/11/2014,81931
9/12/2014,84526
9/13/2014,54224
9/14/2014,12584
9/15/2014,5236
9/16/2014,-18251
9/17/2014,88215
9/18/2014,-9890
9/19/2014,37854
9/20/2014,35495
9/21/2014,19355
9/22/2014,18163
9/23/2014,67413
9/24/2014,-4059
9/25/2014,47331
9/26/2014,-10051
9/27/2014,69693
9/28/2014,15381
9/29/2014,-19708
9/30/2014,14297
10/1/2014,51267
10/2/2014,-14285
10/3/2014,83446
10/4/2014,63381
10/5/2014,33825
10/6/2014,-30805
10/7/2014,-22460
10/8/2014,87413
10/9/2014,89157
10/10/2014,41645
10/11/2014,-24743
10/12/2014,93073
10/13/2014,8460
10/14/2014,35278
10/15/2014,11235
10/16/2014,-35645
10/17/2014,-36417
10/18/2014,2496
10/19/2014,-2880
10/20/2014,13622
10/21/2014,-2665
10/22/2014,80535
10/23/2014,-19260
10/24/2014,-31701
10/25/2014,62552
10/26/2014,91213
10/27/2014,50072
10/28/2014,-12949
10/29/2014,23907
10/30/2014,51854
10/31/2014,11787
11/1/2014,66909
11/2/2014,8029
11/3/2014,-24902
11/4/2014,3422
11/5/2014,26842
11/6/2014,47050
11/7/2014,48521
11/8/2014,24605
11/9/2014,89948
11/10/2014,-36579
11/11/2014,-4276
11/12/2014,77281
11/13/2014,71587
11/14/2014,-7927
11/15/2014,-36372
11/16/2014,-1539
11/17/2014,-5575
11/18/2014,1090
11/19/2014,-33058
11/20/2014,-37728
11/21/2014,-34449
11/22/2014,-31787
11/23/2014,23232
11/24/2014,4157
11/25/2014,12637
11/26/2014,-28162
11/27/2014,-39930
11/28/2014,55652
11/29/2014,92966
11/30/2014,811
12/1/2014,-17600
12/2/2014,79074
12/3/2014,71847
12/4/2014,83212
12/5/2014,13358
12/6/2014,66567
12/7/2014,-24012
12/8/2014,-6957
12/9/2014,-32695
12/10/2014,55610
12/11/2014,86837
12/12/2014,10568
12/13/2014,-9830
12/14/2014,40309
12/15/2014,11917
12/16/2014,20573
12/17/2014,-39240
12/18/2014,19715
12/19/2014,91313
12/20/2014,36235
12/21/2014,58918
12/22/2014,50068
12/23/2014,61241
12/24/2014,-22454
12/25/2014,5652
12/26/2014,-1134
12/27/2014,5362
12/28/2014,-17731
12/29/2014,96676
12/30/2014,-12046
12/31/2014,96377
1/1/2015,83614
1/2/2015,53102
1/3/2015,33442
1/4/2015,765
1/5/2015,-912
1/6/2015,-37801
1/7/2015,77006
1/8/2015,-7217
1/9/2015,36925
1/10/2015,44164
1/11/2015,-22721
1/12/2015,55085
1/13/2015,55741
1/14/2015,11203
1/15/2015,49861
1/16/2015,13168
1/17/2015,61600
1/18/2015,-38854
1/19/2015,-37532
1/20/2015,48191
1/21/2015,33039
1/22/2015,71598
1/23/2015,96278
1/24/2015,-29718
1/25/2015,88900
1/26/2015,3173
1/27/2015,50010
1/28/2015,14149
1/29/2015,25516
1/30/2015,92764
1/31/2015,30248
2/1/2015,2126
2/2/2015,-7323
2/3/2015,43108
2/4/2015,68058
2/5/2015,88787
2/6/2015,50961
2/7/2015,22504
2/8/2015,37811
2/9/2015,1331
2/10/2015,-30596
2/11/2015,-7800
2/12/2015,20006
2/13/2015,-37451
2/14/2015,-21449
2/15/2015,87089
2/16/2015,-26904
2/17/2015,63861
2/18/2015,-38584
2/19/2015,32418
2/20/2015,57529
2/21/2015,73867
2/22/2015,-10826
2/23/2015,4096
2/24/2015,33465
2/25/2015,-4311
2/26/2015,79668
2/27/2015,40322
2/28/2015,96254
3/1/2015,69657
3/2/2015,42136
3/3/2015,50307
3/4/2015,-15084
3/5/2015,26657
3/6/2015,51204
3/7/2015,-21619
3/8/2015,79064
3/9/2015,77148
3/10/2015,58474
3/11/2015,30298
3/12/2015,-39570
3/13/2015,97987
3/14/2015,-6176
3/15/2015,88880
3/16/2015,-19623
3/17/2015,82021
3/18/2015,81835
3/19/2015,20145
3/20/2015,-37532
3/21/2015,-5609
3/22/2015,-32925
3/23/2015,-32002
3/24/2015,70735
3/25/2015,-9922
3/26/2015,40578
3/27/2015,67314
3/28/2015,68036
3/29/2015,87661
3/30/2015,94656
3/31/2015,-9792
4/1/2015,11649
4/2/2015,93057
4/3/2015,-14388
4/4/2015,67560
4/5/2015,-18882
4/6/2015,52733
4/7/2015,31046
4/8/2015,49791
4/9/2015,-36109
4/10/2015,-32708
4/11/2015,76107
4/12/2015,42559
4/13/2015,86068
4/14/2015,97307
4/15/2015,57538
4/16/2015,-6025
4/17/2015,77005
4/18/2015,6720
4/19/2015,45507
4/20/2015,-17999
4/21/2015,43150
4/22/2015,71530
4/23/2015,64696
4/24/2015,-1457
4/25/2015,65900
4/26/2015,-32994
4/27/2015,-25852
4/28/2015,41078
4/29/2015,8524
4/30/2015,46181
5/1/2015,35921
5/2/2015,-32238
5/3/2015,13389
5/4/2015,25085
5/5/2015,4041
5/6/2015,21179
5/7/2015,-275
5/8/2015,17006
5/9/2015,43530
5/10/2015,-35090
5/11/2015,7859
5/12/2015,38018
5/13/2015,99906
5/14/2015,-9185
5/15/2015,87657
5/16/2015,37063
5/17/2015,57920
5/18/2015,21494
5/19/2015,22289
5/20/2015,-20226
5/21/2015,69913
5/22/2015,41425
5/23/2015,63177
5/24/2015,60796
5/25/2015,18678
5/26/2015,-28508
5/27/2015,33724
5/28/2015,77223
5/29/2015,-19572
5/30/2015,-33947
5/31/2015,-32808
6/1/2015,76318
6/2/2015,-24036
6/3/2015,54836
6/4/2015,-38875
6/5/2015,66567
6/6/2015,84448
6/7/2015,-33331
6/8/2015,60150
6/9/2015,-28011
6/10/2015,-1260
6/11/2015,54960
6/12/2015,-23912
6/13/2015,92237
6/14/2015,69776
6/15/2015,67275
6/16/2015,32533
6/17/2015,-31189
6/18/2015,82702
6/19/2015,-3727
6/20/2015,68621
6/21/2015,69382
6/22/2015,37817
6/23/2015,21603
6/24/2015,89363
6/25/2015,-17156
6/26/2015,61713
6/27/2015,43441
6/28/2015,80590
6/29/2015,87565
6/30/2015,63047
7/1/2015,-18985
7/2/2015,20141
7/3/2015,45342
7/4/2015,43747
7/5/2015,94461
7/6/2015,6756
7/7/2015,38054
7/8/2015,67277
7/9/2015,89967
7/10/2015,45744
7/11/2015,42371
7/12/2015,-5988
7/13/2015,95531
7/14/2015,-1725
7/15/2015,-6019
7/16/2015,23505
7/17/2015,-39278
7/18/2015,90598
7/19/2015,84814
7/20/2015,83049
7/21/2015,-25985
7/22/2015,75315
7/23/2015,72856
7/24/2015,97560
7/25/2015,93509
7/26/2015,57176
7/27/2015,25194
7/28/2015,84759
7/29/2015,-28108
7/30/2015,-18031
7/31/2015,3201
8/1/2015,83015
8/2/2015,99062
8/3/2015,17578
8/4/2015,-3575
8/5/2015,-19094
8/6/2015,56547
8/7/2015,-6048
8/8/2015,24028
8/9/2015,-19728
8/10/2015,-26320
8/11/2015,-31360
8/12/2015,58293
8/13/2015,20790
8/14/2015,-13721
8/15/2015,38842
8/16/2015,2681
8/17/2015,10498
8/18/2015,11444
8/19/2015,96466
8/20/2015,54380
8/21/2015,57452
8/22/2015,37576
8/23/2015,12713
8/24/2015,-8596
8/25/2015,96399
8/26/2015,83420
8/27/2015,72598
8/28/2015,62351
8/29/2015,87521
8/30/2015,-25383
8/31/2015,80979
9/1/2015,-26978
9/2/2015,62997
9/3/2015,-10001
9/4/2015,18362
9/5/2015,-33692
9/6/2015,-13764
9/7/2015,71493
9/8/2015,-21060
9/9/2015,85866
9/10/2015,54678
9/11/2015,49770
9/12/2015,-17445
9/13/2015,12538
9/14/2015,40784
9/15/2015,24589
9/16/2015,13757
9/17/2015,95809
9/18/2015,40188
9/19/2015,71123
9/20/2015,48185
9/21/2015,-21207
9/22/2015,16013
9/23/2015,64454
9/24/2015,45702
9/25/2015,3765
9/26/2015,55984
9/27/2015,82562
9/28/2015,-32396
9/29/2015,65377
9/30/2015,18257
10/1/2015,61583
10/2/2015,12161
10/3/2015,74231
10/4/2015,92104
10/5/2015,44868
10/6/2015,-13209
10/7/2015,-2628
10/8/2015,75017
10/9/2015,-136
10/10/2015,73010
10/11/2015,-11134
10/12/2015,45951
10/13/2015,25506
10/14/2015,-7568
10/15/2015,11687
10/16/2015,-27888
10/17/2015,42596
10/18/2015,63862
10/19/2015,26419
10/20/2015,3386
10/21/2015,39791
10/22/2015,82650
10/23/2015,-14902
10/24/2015,24680
10/25/2015,35610
10/26/2015,-14580
10/27/2015,86454
10/28/2015,69885
10/29/2015,97989
10/30/2015,50492
10/31/2015,74054
11/1/2015,30371
11/2/2015,316
11/3/2015,-20662
11/4/2015,29205
11/5/2015,-6227
11/6/2015,62106
11/7/2015,38433
11/8/2015,68868
11/9/2015,29950
11/10/2015,-4161
11/11/2015,55554
11/12/2015,62647
11/13/2015,-935
11/14/2015,72297
11/15/2015,-18432
11/16/2015,40064
11/17/2015,94645
11/18/2015,83403
11/19/2015,49729
11/20/2015,10407
11/21/2015,62640
11/22/2015,76645
11/23/2015,7734
11/24/2015,-9215
11/25/2015,-30172
11/26/2015,46383
11/27/2015,-27264
11/28/2015,70969
11/29/2015,21756
11/30/2015,29377
12/1/2015,14129
12/2/2015,31437
12/3/2015,98762
12/4/2015,96249
12/5/2015,-1021
12/6/2015,-7838
12/7/2015,61016
12/8/2015,59818
12/9/2015,16224
12/10/2015,44015
12/11/2015,-35508
12/12/2015,90977
12/13/2015,-12778
12/14/2015,-32204
12/15/2015,60580
12/16/2015,12205
12/17/2015,74147
12/18/2015,96462
12/19/2015,24117
12/20/2015,-11946
12/21/2015,-3489
12/22/2015,-9802
12/23/2015,13143
12/24/2015,45948
12/25/2015,67593
12/26/2015,-4005
12/27/2015,46831
12/28/2015,96632
12/29/2015,-6803
12/30/2015,-7267
12/31/2015,-27420
1/1/2016,-23597
1/2/2016,5437
1/3/2016,33366
1/4/2016,8506
1/5/2016,25030
1/6/2016,62900
1/7/2016,23772
1/8/2016,76852
1/9/2016,41783
1/10/2016,65275
1/11/2016,89213
1/12/2016,-706
1/13/2016,46187
1/14/2016,25294
1/15/2016,-26415
1/16/2016,15660
1/17/2016,58469
1/18/2016,88384
1/19/2016,-16342
1/20/2016,-23229
1/21/2016,22715
1/22/2016,-37496
1/23/2016,92844
1/24/2016,-4157
1/25/2016,-29831
1/26/2016,81702
1/27/2016,24630
1/28/2016,16723
1/29/2016,-15042
1/30/2016,22899
1/31/2016,37504
2/1/2016,-6653
2/2/2016,2369
2/3/2016,-17042
2/4/2016,58338
2/5/2016,68111
2/6/2016,-4948
2/7/2016,-31239
2/8/2016,47781
2/9/2016,64378
2/10/2016,-1921
2/11/2016,46111
2/12/2016,27307
2/13/2016,6527
2/14/2016,18836
2/15/2016,60441
2/16/2016,55044
2/17/2016,-12261
2/18/2016,14301
2/19/2016,40119
2/20/2016,19866
2/21/2016,-3392
2/22/2016,92207
2/23/2016,-17757
2/24/2016,34325
2/25/2016,22361
2/26/2016,-34789
2/27/2016,40236
2/28/2016,76828
2/29/2016,84345
3/1/2016,25601
3/2/2016,92753
3/3/2016,32529
3/4/2016,35671
3/5/2016,82729
3/6/2016,96864
3/7/2016,-15006
3/8/2016,68185
3/9/2016,63892
3/10/2016,-11482
3/11/2016,-21913
3/12/2016,60227
3/13/2016,93861
3/14/2016,27609
3/15/2016,31207
3/16/2016,11216
3/17/2016,36677
3/18/2016,84114
3/19/2016,-8567
3/20/2016,11273
3/21/2016,-11159
3/22/2016,49964
3/23/2016,-31976
3/24/2016,3689
3/25/2016,86034
3/26/2016,57570
3/27/2016,69193
3/28/2016,3030
3/29/2016,-7635
3/30/2016,-1933
3/31/2016,35519
4/1/2016,-30926
4/2/2016,-27229
4/3/2016,64308
4/4/2016,67328
4/5/2016,37881
4/6/2016,-33323
4/7/2016,79171
4/8/2016,7659
4/9/2016,36753
4/10/2016,4844
4/11/2016,75225
4/12/2016,59018
4/13/2016,68942
4/14/2016,-10609
4/15/2016,-14486
4/16/2016,4068
4/17/2016,-31803
4/18/2016,25696
4/19/2016,-14191
4/20/2016,-83
4/21/2016,90565
4/22/2016,-12977
4/23/2016,30975
4/24/2016,92405
4/25/2016,53570
4/26/2016,36638
4/27/2016,-38056
4/28/2016,9355
4/29/2016,-32862
4/30/2016,19180
5/1/2016,32045
5/2/2016,-4260
5/3/2016,-27876
5/4/2016,77129
5/5/2016,75690
5/6/2016,-31605
5/7/2016,-12052
5/8/2016,28636
5/9/2016,-30194
5/10/2016,-21241
5/11/2016,61335
5/12/2016,-2188
5/13/2016,-7791
5/14/2016,24659
5/15/2016,19158
5/16/2016,-17370
5/17/2016,75782
5/18/2016,34817
5/19/2016,-11415
5/20/2016,51388
5/21/2016,-21416
5/22/2016,11177
5/23/2016,-34718
5/24/2016,-26189
5/25/2016,8029
5/26/2016,-16208
5/27/2016,28021
5/28/2016,91013
5/29/2016,99338
5/30/2016,-25388
5/31/2016,44229
6/1/2016,99249
6/2/2016,-2232
6/3/2016,-31411
6/4/2016,-8036
6/5/2016,2673
6/6/2016,97288
6/7/2016,70804
6/8/2016,-5736
6/9/2016,-1438
6/10/2016,-17874
6/11/2016,-38815
6/12/2016,10494
6/13/2016,8348
6/14/2016,-35798
6/15/2016,-36635
6/16/2016,9681
6/17/2016,96471
6/18/2016,-28725
6/19/2016,87887
6/20/2016,24884
6/21/2016,-33902
6/22/2016,92028
6/23/2016,65765
6/24/2016,-7115
6/25/2016,12117
6/26/2016,-5823
6/27/2016,4045
6/28/2016,-34930
6/29/2016,-32820
6/30/2016,95122
7/1/2016,85441
7/2/2016,56232
7/3/2016,85670
7/4/2016,-15767
7/5/2016,75352
7/6/2016,87562
7/7/2016,61426
7/8/2016,66266
7/9/2016,30497
7/10/2016,44019
7/11/2016,89805
7/12/2016,58244
7/13/2016,18101
7/14/2016,75962
7/15/2016,85965
7/16/2016,-33558
7/17/2016,11593
7/18/2016,-2749
7/19/2016,-6376
7/20/2016,-37775
7/21/2016,36328
7/22/2016,98202
7/23/2016,29468
7/24/2016,76938
7/25/2016,-4027
7/26/2016,83838
7/27/2016,22172
7/28/2016,58209
7/29/2016,-268
7/30/2016,68996
7/31/2016,38924
8/1/2016,-35038
8/2/2016,23444
8/3/2016,19969
8/4/2016,28109
8/5/2016,99990
8/6/2016,18020
8/7/2016,-34725
8/8/2016,22448
8/9/2016,36314
8/10/2016,44194
8/11/2016,31223
8/12/2016,54646
8/13/2016,61231
8/14/2016,26759
8/15/2016,25011
8/16/2016,-26765
8/17/2016,29786
8/18/2016,-5017
8/19/2016,32846
8/20/2016,1153
8/21/2016,-2527
8/22/2016,80584
8/23/2016,15144
8/24/2016,87086
8/25/2016,95106
8/26/2016,79499
8/27/2016,-4092
8/28/2016,62991
8/29/2016,-11112
8/30/2016,7195
8/31/2016,-24139
9/1/2016,47269
9/2/2016,-36275
9/3/2016,23045
9/4/2016,71027
9/5/2016,22077
9/6/2016,2407
9/7/2016,-5092
9/8/2016,95373
9/9/2016,66736
9/10/2016,-2760
9/11/2016,79682
9/12/2016,42824
9/13/2016,-14465
9/14/2016,48580
9/15/2016,-37523
9/16/2016,55468
9/17/2016,42456
9/18/2016,91340
9/19/2016,3359
9/20/2016,38416
9/21/2016,74225
9/22/2016,28954
9/23/2016,98277
9/24/2016,61546
9/25/2016,6722
9/26/2016,86863
9/27/2016,12696
9/28/2016,80274
9/29/2016,95534
9/30/2016,58858
10/1/2016,-1559
10/2/2016,-10008
10/3/2016,51933
10/4/2016,-18749
10/5/2016,87267
10/6/2016,57246
10/7/2016,26337
10/8/2016,72122
10/9/2016,-34290
10/10/2016,-17411
10/11/2016,46575
10/12/2016,15286
10/13/2016,29568
10/14/2016,88638
10/15/2016,86821
10/16/2016,68177
10/17/2016,12122
10/18/2016,73708
10/19/2016,74095
10/20/2016,77775
10/21/2016,-32059
10/22/2016,60720
10/23/2016,31538
10/24/2016,4881
10/25/2016,-15352
10/26/2016,96271
10/27/2016,-15165
10/28/2016,-36278
10/29/2016,-34267
10/30/2016,-2779
10/31/2016,1227
11/1/2016,-6960
11/2/2016,53716
11/3/2016,72688
11/4/2016,-11667
11/5/2016,51665
11/6/2016,55228
11/7/2016,-33056
11/8/2016,27059
11/9/2016,24387
11/10/2016,85357
11/11/2016,-27893
11/12/2016,-17489
11/13/2016,50192
11/14/2016,29931
11/15/2016,19636
11/16/2016,29428
11/17/2016,11667
11/18/2016,9240
11/19/2016,56708
11/20/2016,69251
11/21/2016,41249
11/22/2016,-30056
11/23/2016,34679
11/24/2016,24311
11/25/2016,52096
11/26/2016,70860
11/27/2016,71076
11/28/2016,3626
11/29/2016,-4008
11/30/2016,65587
12/1/2016,3660
12/2/2016,-5708
12/3/2016,2282
12/4/2016,49311
12/5/2016,-18588
12/6/2016,-7905
12/7/2016,75970
12/8/2016,15552
12/9/2016,-33725
12/10/2016,55210
12/11/2016,-6709
12/12/2016,83807
12/13/2016,-4010
12/14/2016,42561
12/15/2016,33302
12/16/2016,70653
12/17/2016,27271
12/18/2016,47722
12/19/2016,15450
12/20/2016,19939
12/21/2016,12962
12/22/2016,-28370
12/23/2016,22890
12/24/2016,52272
12/25/2016,-29294
12/26/2016,-37574
12/27/2016,76478
12/28/2016,30529
12/29/2016,37410
12/30/2016,38992
12/31/2016,-37075
1/1/2017,-6488
1/2/2017,31894
1/3/2017,-19834
1/4/2017,26798
1/5/2017,70830
1/6/2017,14335
1/7/2017,61123
1/8/2017,67277
1/9/2017,61957
1/10/2017,82001
1/11/2017,62702
1/12/2017,79283
1/13/2017,-2708
1/14/2017,36193
1/15/2017,67215
1/16/2017,83363
1/17/2017,39673
1/18/2017,-20805
1/19/2017,-34582
1/20/2017,79374
1/21/2017,13115
1/22/2017,92349
1/23/2017,36821
1/24/2017,-25603
1/25/2017,-22777
1/26/2017,69125
1/27/2017,-31250
1/28/2017,18242
1/29/2017,62963
1/30/2017,51113
1/31/2017,31027
2/1/2017,-20507
2/2/2017,40821
2/3/2017,37997
2/4/2017,96369
2/5/2017,61053
2/6/2017,-33112
2/7/2017,23053
2/8/2017,-33504
2/9/2017,83677
2/10/2017,-3690
2/11/2017,-22720
2/12/2017,48527
2/13/2017,40063
2/14/2017,-39097
2/15/2017,99530
2/16/2017,31844
2/17/2017,38886
2/18/2017,65215
2/19/2017,25161
2/20/2017,80170
2/21/2017,33606
2/22/2017,11193
2/23/2017,-11505
2/24/2017,-9221
2/25/2017,4963
2/26/2017,-6117
2/27/2017,86786
2/28/2017,5606
3/1/2017,78969
3/2/2017,35844
3/3/2017,76367
3/4/2017,82958
3/5/2017,-5064
3/6/2017,58618
3/7/2017,4849
3/8/2017,-36070
3/9/2017,-21552
3/10/2017,29208
3/11/2017,70439
3/12/2017,-37354
3/13/2017,47880
3/14/2017,28213
3/15/2017,30322
3/16/2017,25764
3/17/2017,60883
3/18/2017,46401
3/19/2017,45575
3/20/2017,34434
3/21/2017,56069
3/22/2017,-32503
3/23/2017,64758
3/24/2017,49421
3/25/2017,97310
3/26/2017,53052
3/27/2017,13756
3/28/2017,42776
3/29/2017,48440
3/30/2017,21299
3/31/2017,19661
4/1/2017,49437
4/2/2017,-37396
4/3/2017,92966
4/4/2017,3758
4/5/2017,12994
4/6/2017,73035
4/7/2017,-6993
4/8/2017,-8784
4/9/2017,23038
4/10/2017,77076
4/11/2017,11476
4/12/2017,3706
4/13/2017,88529
4/14/2017,42987
4/15/2017,31510
4/16/2017,90199
4/17/2017,-39003
4/18/2017,-18799
4/19/2017,73401
4/20/2017,41157
4/21/2017,-9881
4/22/2017,40578
4/23/2017,82020
4/24/2017,82983
4/25/2017,37664
4/26/2017,-16314
4/27/2017,31129
4/28/2017,93222
4/29/2017,45153
4/30/2017,-3750
5/1/2017,61705
5/2/2017,-22693
5/3/2017,-29734
5/4/2017,202
5/5/2017,-12325
5/6/2017,53804
5/7/2017,63373
5/8/2017,68140
5/9/2017,-18090
5/10/2017,1848
5/11/2017,35808
5/12/2017,74728
5/13/2017,49828
5/14/2017,-22864
5/15/2017,24746
5/16/2017,80293
5/17/2017,91885
5/18/2017,79945
5/19/2017,73908
5/20/2017,95101
5/21/2017,72372
5/22/2017,77633
5/23/2017,-17939
5/24/2017,88980
5/25/2017,44470
5/26/2017,-1744
5/27/2017,45712
5/28/2017,39472
5/29/2017,78326
5/30/2017,-10493
5/31/2017,53543
6/1/2017,-19616
6/2/2017,36326
6/3/2017,-38792
6/4/2017,-31314
6/5/2017,22078
6/6/2017,5192
6/7/2017,42006
6/8/2017,85161
6/9/2017,28149
6/10/2017,-21657
6/11/2017,51895
6/12/2017,44336
6/13/2017,-6609
6/14/2017,49712
6/15/2017,17034
6/16/2017,-17582
6/17/2017,71085
6/18/2017,92903
6/19/2017,31274
6/20/2017,55047
6/21/2017,-14699
6/22/2017,43986
6/23/2017,53090
6/24/2017,92840
6/25/2017,-22852
6/26/2017,-20980
6/27/2017,64570
6/28/2017,61744
6/29/2017,-7916
6/30/2017,27577
7/1/2017,81302
7/2/2017,-24804
7/3/2017,42034
7/4/2017,60553
7/5/2017,7489
7/6/2017,9689
7/7/2017,5406
7/8/2017,15634
7/9/2017,86892
7/10/2017,69963
7/11/2017,-25998
7/12/2017,-28060
7/13/2017,54713
7/14/2017,-38668
7/15/2017,67662
7/16/2017,-38733
7/17/2017,-6176
7/18/2017,-16138
7/19/2017,7405
7/20/2017,-25901
7/21/2017,53321
7/22/2017,73552
7/23/2017,45412
7/24/2017,84559
7/25/2017,33496
7/26/2017,40636
7/27/2017,63763
7/28/2017,30951
7/29/2017,14892
7/30/2017,31797
7/31/2017,42798
8/1/2017,89692
8/2/2017,-27257
8/3/2017,50091
8/4/2017,-24007
8/5/2017,-38596
8/6/2017,-4065
8/7/2017,-28041
8/8/2017,-27632
8/9/2017,62642
8/10/2017,28597
8/11/2017,63271
8/12/2017,-25572
8/13/2017,-12457
8/14/2017,34686
8/15/2017,64723
8/16/2017,-7824
8/17/2017,92848
8/18/2017,16934
8/19/2017,38426
8/20/2017,72771
8/21/2017,20956
8/22/2017,-25644
8/23/2017,52506
8/24/2017,26391
8/25/2017,-13126
8/26/2017,5413
8/27/2017,2900
8/28/2017,43864
8/29/2017,-20500
8/30/2017,10537
8/31/2017,88590
9/1/2017,13316
9/2/2017,-31775
9/3/2017,-31508
9/4/2017,-18494
9/5/2017,-30466
9/6/2017,90773
9/7/2017,8175
9/8/2017,65767
9/9/2017,31631
9/10/2017,18231
9/11/2017,93398
9/12/2017,30345
9/13/2017,54438
9/14/2017,-16015
9/15/2017,-25227
9/16/2017,-35919
9/17/2017,69457
9/18/2017,15372
9/19/2017,17473
9/20/2017,9011
9/21/2017,38352
