date,sales
1/9/2016,-11170
1/10/2016,25428
1/11/2016,-6417
1/12/2016,66922
1/13/2016,-47944
1/14/2016,95142
1/15/2016,68051
1/16/2016,96940
1/17/2016,56840
1/18/2016,-50724
1/19/2016,-56496
1/20/2016,-67057
1/21/2016,61167
1/22/2016,37207
1/23/2016,55935
1/24/2016,48523
1/25/2016,-55153
1/26/2016,31208
1/27/2016,-4997
1/28/2016,95938
1/29/2016,-63616
1/30/2016,5209
1/31/2016,7933
2/1/2016,14953
2/2/2016,12804
2/3/2016,52188
2/4/2016,49247
2/5/2016,55443
2/6/2016,97399
2/7/2016,-64355
2/8/2016,-5113
2/9/2016,61815
2/10/2016,-21282
2/11/2016,-5241
2/12/2016,74206
2/13/2016,73197
2/14/2016,-53407
2/15/2016,95613
2/16/2016,8266
2/17/2016,-7156
2/18/2016,44976
2/19/2016,-38517
2/20/2016,-58633
2/21/2016,34444
2/22/2016,20873
2/23/2016,-51421
2/24/2016,-64500
2/25/2016,60888
2/26/2016,-11972
2/27/2016,-62265
2/28/2016,-58146
2/29/2016,70969
3/1/2016,55147
3/2/2016,93966
3/3/2016,18967
3/4/2016,5170
3/5/2016,-63959
3/6/2016,-27092
3/7/2016,-57162
3/8/2016,26339
3/9/2016,-5873
3/10/2016,94188
3/11/2016,1138
3/12/2016,-18983
3/13/2016,1834
3/14/2016,17322
3/15/2016,74307
3/16/2016,-61124
3/17/2016,-37425
3/18/2016,19805
3/19/2016,-57732
3/20/2016,-41664
3/21/2016,-41584
3/22/2016,24073
3/23/2016,-64161
3/24/2016,-11262
3/25/2016,64437
3/26/2016,-13687
3/27/2016,16767
3/28/2016,63338
3/29/2016,-52003
3/30/2016,75070
3/31/2016,-17405
4/1/2016,95427
4/2/2016,54251
4/3/2016,60600
4/4/2016,65836
4/5/2016,13512
4/6/2016,63293
4/7/2016,7888
4/8/2016,-527
4/9/2016,92922
4/10/2016,1343
4/11/2016,-13052
4/12/2016,10507
4/13/2016,-58551
4/14/2016,-28455
4/15/2016,34693
4/16/2016,-33861
4/17/2016,77952
4/18/2016,-11205
4/19/2016,75922
4/20/2016,-66383
4/21/2016,-5007
4/22/2016,-27761
4/23/2016,-35965
4/24/2016,98265
4/25/2016,43578
4/26/2016,-354
4/27/2016,87052
4/28/2016,63536
4/29/2016,64234
4/30/2016,-66731
5/1/2016,-1659
5/2/2016,19397
5/3/2016,-8688
5/4/2016,9624
5/5/2016,14062
5/6/2016,18425
5/7/2016,42154
5/8/2016,-57170
5/9/2016,2727
5/10/2016,-65307
5/11/2016,84466
5/12/2016,92165
5/13/2016,-69745
5/14/2016,17119
5/15/2016,-46204
5/16/2016,-1987
5/17/2016,-65634
5/18/2016,-37401
5/19/2016,81884
5/20/2016,-55870
5/21/2016,42441
5/22/2016,-35146
5/23/2016,58759
5/24/2016,-23040
5/25/2016,30448
5/26/2016,43602
5/27/2016,13908
5/28/2016,-22197
5/29/2016,75367
5/30/2016,62491
5/31/2016,-40927
6/1/2016,-64294
6/2/2016,-4680
6/3/2016,16906
6/4/2016,-45084
6/5/2016,-67973
6/6/2016,-1417
6/7/2016,-13291
6/8/2016,12409
6/9/2016,11847
6/10/2016,79109
6/11/2016,86954
6/12/2016,-66070
6/13/2016,77237
6/14/2016,-3550
6/15/2016,45638
6/16/2016,-32609
6/17/2016,-43024
6/18/2016,-47908
6/19/2016,-15963
6/20/2016,97093
6/21/2016,8089
6/22/2016,-21086
6/23/2016,88516
6/24/2016,-27364
6/25/2016,-2559
6/26/2016,74559
6/27/2016,-5684
6/28/2016,-36226
6/29/2016,-37231
6/30/2016,-12904
7/1/2016,37562
7/2/2016,-21258
7/3/2016,-28222
7/4/2016,-49638
7/5/2016,-32766
7/6/2016,-13945
7/7/2016,-56505
7/8/2016,82686
7/9/2016,32877
7/10/2016,-25004
7/11/2016,-13445
7/12/2016,27280
7/13/2016,23833
7/14/2016,-18722
7/15/2016,-11990
7/16/2016,82328
7/17/2016,-36978
7/18/2016,-50221
7/19/2016,-10248
7/20/2016,-46081
7/21/2016,-9090
7/22/2016,91607
7/23/2016,82918
7/24/2016,-54761
7/25/2016,64720
7/26/2016,21812
7/27/2016,-13207
7/28/2016,3825
7/29/2016,86245
7/30/2016,8175
7/31/2016,34482
8/1/2016,-28163
8/2/2016,-1371
8/3/2016,-51374
8/4/2016,-8920
8/5/2016,-4951
8/6/2016,15082
8/7/2016,-32406
8/8/2016,-41078
8/9/2016,45146
8/10/2016,-20075
8/11/2016,-24904
8/12/2016,11498
8/13/2016,37980
8/14/2016,90834
8/15/2016,82922
8/16/2016,-6453
8/17/2016,-48970
8/18/2016,-26431
8/19/2016,-10950
8/20/2016,62037
8/21/2016,21650
8/22/2016,82002
8/23/2016,-57613
8/24/2016,-28074
8/25/2016,80938
8/26/2016,-25627
8/27/2016,28111
8/28/2016,40448
8/29/2016,29940
8/30/2016,60491
8/31/2016,76120
9/1/2016,99578
9/2/2016,-31656
9/3/2016,-43810
9/4/2016,11343
9/5/2016,4791
9/6/2016,-29995
9/7/2016,1726
9/8/2016,-30325
9/9/2016,64979
9/10/2016,-45688
9/11/2016,65703
9/12/2016,4823
9/13/2016,68987
9/14/2016,97164
9/15/2016,-28154
9/16/2016,61513
9/17/2016,-13471
9/18/2016,74298
9/19/2016,-2535
9/20/2016,17862
9/21/2016,-28878
9/22/2016,55187
9/23/2016,85959
9/24/2016,1213
9/25/2016,90034
9/26/2016,-44777
9/27/2016,-3318
9/28/2016,15723
9/29/2016,-29304
9/30/2016,9480
10/1/2016,56529
10/2/2016,-58908
10/3/2016,-60781
10/4/2016,-34489
10/5/2016,39132
10/6/2016,-63324
10/7/2016,99432
10/8/2016,-20040
10/9/2016,-59415
10/10/2016,72357
10/11/2016,32129
10/12/2016,10085
10/13/2016,-53375
10/14/2016,-42630
10/15/2016,21824
10/16/2016,57130
10/17/2016,99426
10/18/2016,30022
10/19/2016,-22833
10/20/2016,78641
10/21/2016,63922
10/22/2016,-6593
10/23/2016,7797
10/24/2016,95033
10/25/2016,-22472
10/26/2016,82198
10/27/2016,63864
10/28/2016,63213
10/29/2016,88029
10/30/2016,-35920
10/31/2016,59888
11/1/2016,98005
11/2/2016,-66151
11/3/2016,71445
11/4/2016,39083
11/5/2016,-26244
11/6/2016,94448
11/7/2016,42638
11/8/2016,70586
11/9/2016,97489
11/10/2016,-11311
11/11/2016,-25614
11/12/2016,-52701
11/13/2016,78019
11/14/2016,73862
11/15/2016,77571
11/16/2016,73186
11/17/2016,42895
11/18/2016,61995
11/19/2016,-54034
11/20/2016,73400
11/21/2016,41763
11/22/2016,-23856
11/23/2016,55342
11/24/2016,32609
11/25/2016,16868
11/26/2016,76081
11/27/2016,27314
11/28/2016,73485
11/29/2016,-69600
11/30/2016,-8630
12/1/2016,-27357
12/2/2016,-59021
12/3/2016,88505
12/4/2016,98653
12/5/2016,-39138
12/6/2016,5122
12/7/2016,-15625
12/8/2016,23655
12/9/2016,6999
12/10/2016,28045
12/11/2016,23011
12/12/2016,-5507
12/13/2016,-6092
12/14/2016,-27653
12/15/2016,9130
12/16/2016,-27924
12/17/2016,-44875
12/18/2016,99575
12/19/2016,-64738
12/20/2016,47107
12/21/2016,-40611
12/22/2016,-51515
12/23/2016,19988
12/24/2016,62409
12/25/2016,7881
12/26/2016,47905
12/27/2016,54166
12/28/2016,79943
12/29/2016,81353
12/30/2016,12567
12/31/2016,-65703
1/1/2017,17635
1/2/2017,-13588
1/3/2017,-25113
1/4/2017,61994
1/5/2017,-45095
1/6/2017,-42228
1/7/2017,50036
1/8/2017,-1477
1/9/2017,74505
1/10/2017,39199
1/11/2017,-17276
1/12/2017,70952
1/13/2017,-9565
1/14/2017,-43101
1/15/2017,11239
1/16/2017,69902
1/17/2017,-58372
1/18/2017,-6772
1/19/2017,76494
1/20/2017,-7826
1/21/2017,31528
1/22/2017,21001
1/23/2017,83963
1/24/2017,46291
1/25/2017,-13079
1/26/2017,-23866
1/27/2017,92591
1/28/2017,29228
1/29/2017,-26423
1/30/2017,87189
1/31/2017,-39216
2/1/2017,-21363
2/2/2017,8697
2/3/2017,-42540
2/4/2017,47519
2/5/2017,4214
2/6/2017,9689
2/7/2017,98907
2/8/2017,-23152
2/9/2017,23006
2/10/2017,66671
2/11/2017,65615
2/12/2017,-68216
2/13/2017,28204
2/14/2017,-45597
2/15/2017,-36608
2/16/2017,70127
2/17/2017,-47711
2/18/2017,86926
2/19/2017,70214
2/20/2017,-33385
2/21/2017,23901
2/22/2017,-31115
2/23/2017,26188
2/24/2017,-14506
2/25/2017,22440
2/26/2017,50359
2/27/2017,51547
2/28/2017,13151
3/1/2017,-15329
3/2/2017,-54671
3/3/2017,-7310
3/4/2017,262
3/5/2017,25445
3/6/2017,74379
3/7/2017,837
3/8/2017,47995
3/9/2017,-38313
3/10/2017,-49904
3/11/2017,2626
3/12/2017,-32632
3/13/2017,-63338
3/14/2017,-9559
3/15/2017,39006
3/16/2017,28948
3/17/2017,5504
3/18/2017,3477
3/19/2017,47344
3/20/2017,95167
3/21/2017,-3772
3/22/2017,97448
3/23/2017,11717
3/24/2017,45341
3/25/2017,31152
3/26/2017,98654
3/27/2017,-27459
3/28/2017,9155
3/29/2017,62462
3/30/2017,-45269
3/31/2017,-58417
4/1/2017,-33548
4/2/2017,-18937
4/3/2017,68641
4/4/2017,-15242
4/5/2017,-15202
4/6/2017,84054
4/7/2017,49711
4/8/2017,48056
4/9/2017,-4656
4/10/2017,52535
4/11/2017,75510
4/12/2017,7826
4/13/2017,-66439
4/14/2017,72970
4/15/2017,-25107
4/16/2017,-45741
4/17/2017,64309
4/18/2017,-10350
4/19/2017,-1227
4/20/2017,-14553
4/21/2017,-19236
4/22/2017,-52255
4/23/2017,-52289
4/24/2017,-22109
4/25/2017,41256
4/26/2017,99288
4/27/2017,28831
4/28/2017,17577
4/29/2017,-33389
4/30/2017,49154
5/1/2017,91996
5/2/2017,24668
5/3/2017,96217
5/4/2017,-69519
5/5/2017,-12101
5/6/2017,2336
5/7/2017,-62695
5/8/2017,52985
5/9/2017,82849
5/10/2017,-2790
5/11/2017,-67690
5/12/2017,98628
5/13/2017,24146
5/14/2017,67530
5/15/2017,4718
5/16/2017,-20225
5/17/2017,47236
5/18/2017,11903
5/19/2017,14576
5/20/2017,76027
5/21/2017,8241
5/22/2017,81212
5/23/2017,80869
5/24/2017,73484
5/25/2017,76029
5/26/2017,66893
5/27/2017,72708
5/28/2017,-50936
5/29/2017,91863
5/30/2017,-61736
5/31/2017,58979
6/1/2017,-50174
6/2/2017,-44015
6/3/2017,-40208
6/4/2017,-20337
6/5/2017,65565
6/6/2017,43812
6/7/2017,45967
6/8/2017,89037
6/9/2017,53199
6/10/2017,-12614
6/11/2017,1646
6/12/2017,-39869
6/13/2017,36118
6/14/2017,88314
6/15/2017,-19234
6/16/2017,-669
6/17/2017,-25229
6/18/2017,97041
6/19/2017,20103
6/20/2017,-66744
6/21/2017,65027
6/22/2017,80295
6/23/2017,96928
6/24/2017,-25687
6/25/2017,-7089
6/26/2017,71078
6/27/2017,55224
6/28/2017,86283
6/29/2017,-25891
6/30/2017,73780
7/1/2017,-38430
7/2/2017,76346
7/3/2017,65843
7/4/2017,20424
7/5/2017,66879
7/6/2017,2013
7/7/2017,66654
7/8/2017,30016
7/9/2017,-15136
7/10/2017,11394
7/11/2017,-66142
7/12/2017,-3755
7/13/2017,79527
7/14/2017,23040
7/15/2017,-13908
7/16/2017,94681
7/17/2017,29350
7/18/2017,14691
7/19/2017,40906
7/20/2017,-54008
7/21/2017,-37331
7/22/2017,69326
7/23/2017,-5626
7/24/2017,-15252
7/25/2017,-10513
7/26/2017,99468
7/27/2017,-3815
7/28/2017,-15723
7/29/2017,81458
7/30/2017,-13406
7/31/2017,-13368
8/1/2017,-32477
8/2/2017,8504
8/3/2017,-66913
8/4/2017,80338
8/5/2017,99151
8/6/2017,-54589
8/7/2017,76399
8/8/2017,-34428
8/9/2017,-40441
8/10/2017,79674
8/11/2017,30959
8/12/2017,-56623
8/13/2017,-50058
8/14/2017,7451
8/15/2017,60558
8/16/2017,-5092
8/17/2017,72512
8/18/2017,50365
8/19/2017,96609
8/20/2017,59980
8/21/2017,73369
8/22/2017,30715
8/23/2017,-42212
8/24/2017,4455
8/25/2017,-56989
8/26/2017,66233
8/27/2017,-21369
8/28/2017,-16802
8/29/2017,-42253
8/30/2017,-44725
8/31/2017,-45392
9/1/2017,-35312
9/2/2017,-54536
9/3/2017,91515
9/4/2017,-49469
9/5/2017,-20383
9/6/2017,-49935
9/7/2017,-26477
9/8/2017,-18460
9/9/2017,-23897
9/10/2017,2038
9/11/2017,-60417
9/12/2017,-54114
9/13/2017,85980
9/14/2017,35623
9/15/2017,-9040
9/16/2017,70481
9/17/2017,14441
9/18/2017,-41588
9/19/2017,74963
9/20/2017,85655
9/21/2017,63427
9/22/2017,67608
9/23/2017,77924
9/24/2017,11232
9/25/2017,-11477
9/26/2017,67158
9/27/2017,-44127
9/28/2017,-12872
9/29/2017,-17557
9/30/2017,34809
10/1/2017,-55843
10/2/2017,-56567
10/3/2017,-51980
10/4/2017,25219
10/5/2017,49606
10/6/2017,33858
10/7/2017,80998
10/8/2017,87093
10/9/2017,55199
10/10/2017,19914
10/11/2017,-6150
10/12/2017,-31084
10/13/2017,94699
10/14/2017,-66369
10/15/2017,94158
10/16/2017,54691
10/17/2017,-60224
10/18/2017,28117
10/19/2017,70370
10/20/2017,38371
10/21/2017,77570
10/22/2017,1397
10/23/2017,43376
10/24/2017,-43167
10/25/2017,-2060
10/26/2017,-30118
10/27/2017,33757
10/28/2017,-9951
10/29/2017,18865
10/30/2017,54260
10/31/2017,62997
11/1/2017,21365
11/2/2017,-41318
11/3/2017,-15201
11/4/2017,-48072
11/5/2017,72469
11/6/2017,-59289
11/7/2017,31735
11/8/2017,64852
11/9/2017,98359
11/10/2017,-9405
11/11/2017,32628
11/12/2017,-15939
11/13/2017,3168
11/14/2017,-663
11/15/2017,-50879
11/16/2017,88734
11/17/2017,29303
11/18/2017,-68135
11/19/2017,27296
11/20/2017,44880
11/21/2017,-68704
11/22/2017,8153
11/23/2017,-40754
11/24/2017,59944
11/25/2017,16247
11/26/2017,97133
11/27/2017,-32728
11/28/2017,2844
11/29/2017,-22559
11/30/2017,30240
12/1/2017,6261
12/2/2017,-53438
12/3/2017,15492
12/4/2017,-34450
12/5/2017,18116
12/6/2017,-64889
12/7/2017,-8237
12/8/2017,-44105
12/9/2017,96025
12/10/2017,9662
12/11/2017,-14015
12/12/2017,-48783
12/13/2017,41885
12/14/2017,42326
12/15/2017,28100
12/16/2017,-50561
12/17/2017,68024
12/18/2017,21386
12/19/2017,-64280
12/20/2017,85033
12/21/2017,48847
12/22/2017,-50116
12/23/2017,56538
12/24/2017,67011
12/25/2017,45711
12/26/2017,67000
12/27/2017,4626
12/28/2017,7743
12/29/2017,69020
12/30/2017,96416
12/31/2017,14496
1/1/2018,-9269
1/2/2018,8434
1/3/2018,9208
1/4/2018,-43955
1/5/2018,82426
1/6/2018,40747
1/7/2018,18007
1/8/2018,-49470
1/9/2018,10791
1/10/2018,32883
1/11/2018,55277
1/12/2018,-18813
1/13/2018,76044
1/14/2018,34223
1/15/2018,20688
1/16/2018,-11282
1/17/2018,-62774
1/18/2018,14112
1/19/2018,94329
1/20/2018,70990
1/21/2018,14093
1/22/2018,37582
1/23/2018,56237
1/24/2018,-67807
1/25/2018,-60714
1/26/2018,81802
1/27/2018,80242
1/28/2018,-24308
1/29/2018,-27042
1/30/2018,44970
1/31/2018,7747
2/1/2018,18547
2/2/2018,16118
2/3/2018,71327
2/4/2018,-53616
2/5/2018,-36201
2/6/2018,78925
2/7/2018,-69559
2/8/2018,87597
2/9/2018,15250
2/10/2018,-15891
2/11/2018,-68877
2/12/2018,-60164
2/13/2018,-5392
2/14/2018,8797
2/15/2018,-61678
2/16/2018,-44843
2/17/2018,-50164
2/18/2018,-64047
2/19/2018,-33228
2/20/2018,-7933
2/21/2018,7538
2/22/2018,42464
2/23/2018,37956
2/24/2018,-30015
2/25/2018,-65501
2/26/2018,-21660
2/27/2018,-36625
2/28/2018,22707
3/1/2018,92434
3/2/2018,10852
3/3/2018,24499
3/4/2018,31974
3/5/2018,11359
3/6/2018,93373
3/7/2018,-27979
3/8/2018,40976
3/9/2018,57598
3/10/2018,74383
3/11/2018,63227
3/12/2018,24321
3/13/2018,19094
3/14/2018,-12795
3/15/2018,66276
3/16/2018,55637
3/17/2018,-8828
3/18/2018,-26667
3/19/2018,35148
3/20/2018,-27148
3/21/2018,1712
3/22/2018,72133
3/23/2018,-224
3/24/2018,-66529
3/25/2018,7981
3/26/2018,15447
3/27/2018,20289
3/28/2018,-37795
3/29/2018,-26412
3/30/2018,-15530
3/31/2018,53580
4/1/2018,89266
4/2/2018,25494
4/3/2018,84419
4/4/2018,93593
4/5/2018,71908
4/6/2018,74381
4/7/2018,56393
4/8/2018,-47154
4/9/2018,7001
4/10/2018,87004
4/11/2018,-50258
4/12/2018,-41782
4/13/2018,-57531
4/14/2018,-69002
4/15/2018,2751
4/16/2018,68947
4/17/2018,77723
4/18/2018,84147
4/19/2018,52366
4/20/2018,15745
4/21/2018,33596
4/22/2018,58428
4/23/2018,504
4/24/2018,53170
4/25/2018,24315
4/26/2018,83898
4/27/2018,73935
4/28/2018,53715
4/29/2018,77735
4/30/2018,-17912
5/1/2018,29069
5/2/2018,5790
5/3/2018,17051
5/4/2018,-6893
5/5/2018,33262
5/6/2018,-8740
5/7/2018,-580
5/8/2018,97198
5/9/2018,87392
5/10/2018,-16695
5/11/2018,-9766
5/12/2018,38919
5/13/2018,65542
5/14/2018,4560
5/15/2018,-21733
5/16/2018,-69725
5/17/2018,40550
5/18/2018,24347
5/19/2018,-34185
5/20/2018,-15347
5/21/2018,19748
5/22/2018,60262
5/23/2018,27303
5/24/2018,-10143
5/25/2018,84528
5/26/2018,94898
5/27/2018,95088
5/28/2018,-49845
5/29/2018,-44233
5/30/2018,-16504
5/31/2018,76527
6/1/2018,3139
6/2/2018,-42555
6/3/2018,95994
6/4/2018,26279
6/5/2018,97205
6/6/2018,88143
6/7/2018,-50469
6/8/2018,47368
6/9/2018,59746
6/10/2018,-34838
6/11/2018,22475
6/12/2018,7444
6/13/2018,61728
6/14/2018,-63507
6/15/2018,-54222
6/16/2018,-24222
6/17/2018,42127
6/18/2018,35451
6/19/2018,63291
6/20/2018,49482
6/21/2018,-25403
6/22/2018,86664
6/23/2018,96080
6/24/2018,-69632
6/25/2018,-43101
6/26/2018,38596
6/27/2018,15074
6/28/2018,22125
6/29/2018,52027
6/30/2018,-49624
7/1/2018,40877
7/2/2018,-37421
7/3/2018,64083
7/4/2018,-54240
7/5/2018,65236
7/6/2018,48039
7/7/2018,-5991
7/8/2018,78737
7/9/2018,25152
7/10/2018,-1134
7/11/2018,74380
7/12/2018,-8900
7/13/2018,35109
7/14/2018,96763
7/15/2018,-51441
7/16/2018,62945
7/17/2018,13918
7/18/2018,49391
7/19/2018,21653
7/20/2018,34601
7/21/2018,47635
7/22/2018,-65289
7/23/2018,-15328
7/24/2018,-35327
7/25/2018,-37431
7/26/2018,-39007
7/27/2018,1361
7/28/2018,21488
7/29/2018,-23189
7/30/2018,26032
7/31/2018,76696
8/1/2018,-21636
8/2/2018,-29538
8/3/2018,97316
8/4/2018,44631
8/5/2018,36795
8/6/2018,75889
8/7/2018,-33633
8/8/2018,66578
8/9/2018,-55791
8/10/2018,94650
8/11/2018,-24334
8/12/2018,30702
8/13/2018,39651
8/14/2018,-19548
8/15/2018,70382
8/16/2018,-24414
8/17/2018,-59594
8/18/2018,-6516
8/19/2018,-53842
8/20/2018,40887
8/21/2018,-51502
8/22/2018,-53457
8/23/2018,93344
8/24/2018,-38858
8/25/2018,64909
8/26/2018,63541
8/27/2018,-10503
8/28/2018,99601
8/29/2018,26920
8/30/2018,63811
8/31/2018,66148
9/1/2018,48667
9/2/2018,48426
9/3/2018,-9385
9/4/2018,37396
9/5/2018,3751
