date,sales
6/4/2013,74759
6/5/2013,42231
6/6/2013,-12598
6/7/2013,-23235
6/8/2013,-11828
6/9/2013,24521
6/10/2013,24132
6/11/2013,-864
6/12/2013,29166
6/13/2013,27015
6/14/2013,74169
6/15/2013,23270
6/16/2013,13482
6/17/2013,57957
6/18/2013,-18458
6/19/2013,-24441
6/20/2013,-25311
6/21/2013,-18118
6/22/2013,19359
6/23/2013,35548
6/24/2013,75649
6/25/2013,51727
6/26/2013,-18239
6/27/2013,-26813
6/28/2013,-22504
6/29/2013,62407
6/30/2013,70794
7/1/2013,10671
7/2/2013,30986
7/3/2013,-4797
7/4/2013,-2093
7/5/2013,68633
7/6/2013,9969
7/7/2013,69119
7/8/2013,45205
7/9/2013,56312
7/10/2013,66709
7/11/2013,-12146
7/12/2013,57120
7/13/2013,65658
7/14/2013,9298
7/15/2013,-17913
7/16/2013,58197
7/17/2013,24400
7/18/2013,-18112
7/19/2013,57457
7/20/2013,37940
7/21/2013,43052
7/22/2013,-29802
7/23/2013,-29041
7/24/2013,-5684
7/25/2013,68006
7/26/2013,-27536
7/27/2013,-2770
7/28/2013,5306
7/29/2013,71337
7/30/2013,83293
7/31/2013,-16866
8/1/2013,47763
8/2/2013,61736
8/3/2013,18930
8/4/2013,-20688
8/5/2013,-2028
8/6/2013,5088
8/7/2013,54138
8/8/2013,37810
8/9/2013,42632
8/10/2013,79043
8/11/2013,17433
8/12/2013,-1901
8/13/2013,59665
8/14/2013,-12982
8/15/2013,44889
8/16/2013,61107
8/17/2013,-17080
8/18/2013,44984
8/19/2013,18310
8/20/2013,72540
8/21/2013,84954
8/22/2013,10347
8/23/2013,-6229
8/24/2013,68320
8/25/2013,63561
8/26/2013,71607
8/27/2013,39022
8/28/2013,77825
8/29/2013,50605
8/30/2013,21687
8/31/2013,25013
9/1/2013,32906
9/2/2013,-1813
9/3/2013,-21463
9/4/2013,15281
9/5/2013,17762
9/6/2013,11332
9/7/2013,-20101
9/8/2013,82815
9/9/2013,32948
9/10/2013,-6109
9/11/2013,18218
9/12/2013,2002
9/13/2013,-4329
9/14/2013,49397
9/15/2013,66231
9/16/2013,-4280
9/17/2013,72076
9/18/2013,31315
9/19/2013,24357
9/20/2013,-4278
9/21/2013,47491
9/22/2013,12960
9/23/2013,5953
9/24/2013,49463
9/25/2013,12126
9/26/2013,27019
9/27/2013,-6769
9/28/2013,-11823
9/29/2013,81513
9/30/2013,83909
10/1/2013,-29317
10/2/2013,57193
10/3/2013,81545
10/4/2013,48913
10/5/2013,-28039
10/6/2013,67217
10/7/2013,52771
10/8/2013,78848
10/9/2013,50500
10/10/2013,-10097
10/11/2013,8833
10/12/2013,-3934
10/13/2013,20592
10/14/2013,53448
10/15/2013,-17935
10/16/2013,83255
10/17/2013,71852
10/18/2013,62164
10/19/2013,19304
10/20/2013,35108
10/21/2013,35381
10/22/2013,-15441
10/23/2013,-23882
10/24/2013,17453
10/25/2013,57886
10/26/2013,-25353
10/27/2013,-16664
10/28/2013,-20936
10/29/2013,-14637
10/30/2013,17479
10/31/2013,8892
11/1/2013,-24447
11/2/2013,83531
11/3/2013,50940
11/4/2013,18184
11/5/2013,59025
11/6/2013,76898
11/7/2013,70654
11/8/2013,-7546
11/9/2013,81289
11/10/2013,37296
11/11/2013,-13478
11/12/2013,58824
11/13/2013,-9179
11/14/2013,-20756
11/15/2013,68396
11/16/2013,50650
11/17/2013,38140
11/18/2013,84248
11/19/2013,21211
11/20/2013,343
11/21/2013,48930
11/22/2013,43929
11/23/2013,-9888
11/24/2013,77233
11/25/2013,5659
11/26/2013,31240
11/27/2013,1760
11/28/2013,35974
11/29/2013,63301
11/30/2013,-1686
12/1/2013,-17644
12/2/2013,-18529
12/3/2013,21871
12/4/2013,-12945
12/5/2013,-28183
12/6/2013,2848
12/7/2013,-611
12/8/2013,-21653
12/9/2013,81519
12/10/2013,-29262
12/11/2013,83769
12/12/2013,44554
12/13/2013,-7612
12/14/2013,2929
12/15/2013,63682
12/16/2013,23739
12/17/2013,66845
12/18/2013,59006
12/19/2013,-21850
12/20/2013,64905
12/21/2013,75324
12/22/2013,65191
12/23/2013,15599
12/24/2013,83578
12/25/2013,-17416
12/26/2013,22710
12/27/2013,76939
12/28/2013,28318
12/29/2013,26980
12/30/2013,-23642
12/31/2013,-28996
1/1/2014,8148
1/2/2014,79282
1/3/2014,-4064
1/4/2014,78664
1/5/2014,26534
1/6/2014,9455
1/7/2014,63941
1/8/2014,58226
1/9/2014,9159
1/10/2014,54308
1/11/2014,19236
1/12/2014,74634
1/13/2014,20030
1/14/2014,36929
1/15/2014,12829
1/16/2014,-22983
1/17/2014,24790
1/18/2014,49036
1/19/2014,6415
1/20/2014,9314
1/21/2014,-22487
1/22/2014,76428
1/23/2014,9654
1/24/2014,63921
1/25/2014,-2113
1/26/2014,64019
1/27/2014,72482
1/28/2014,80379
1/29/2014,9522
1/30/2014,79845
1/31/2014,75475
2/1/2014,-21011
2/2/2014,70246
2/3/2014,64487
2/4/2014,-15039
2/5/2014,5782
2/6/2014,34683
2/7/2014,53547
2/8/2014,41890
2/9/2014,3488
2/10/2014,7165
2/11/2014,22574
2/12/2014,-12416
2/13/2014,-1578
2/14/2014,59784
2/15/2014,61740
2/16/2014,17527
2/17/2014,-28995
2/18/2014,31680
2/19/2014,82855
2/20/2014,47641
2/21/2014,16209
2/22/2014,42774
2/23/2014,-15523
2/24/2014,-7820
2/25/2014,80173
2/26/2014,75605
2/27/2014,32311
2/28/2014,38754
3/1/2014,14337
3/2/2014,83132
3/3/2014,28315
3/4/2014,58280
3/5/2014,46597
3/6/2014,663
3/7/2014,-9647
3/8/2014,74212
3/9/2014,41525
3/10/2014,-23423
3/11/2014,67530
3/12/2014,33883
3/13/2014,75493
3/14/2014,5190
3/15/2014,52960
3/16/2014,-28678
3/17/2014,-9687
3/18/2014,-7280
3/19/2014,66613
3/20/2014,83330
3/21/2014,-18875
3/22/2014,25555
3/23/2014,14575
3/24/2014,20331
3/25/2014,-3637
3/26/2014,11019
3/27/2014,-14196
3/28/2014,46540
3/29/2014,73274
3/30/2014,49228
3/31/2014,40183
4/1/2014,23408
4/2/2014,18816
4/3/2014,19078
4/4/2014,11099
4/5/2014,-2804
4/6/2014,43116
4/7/2014,72697
4/8/2014,72796
4/9/2014,-16474
4/10/2014,21206
4/11/2014,41294
4/12/2014,-4273
4/13/2014,72869
4/14/2014,37334
4/15/2014,5142
4/16/2014,-11407
4/17/2014,17644
4/18/2014,-24417
4/19/2014,-2166
4/20/2014,4046
4/21/2014,27172
4/22/2014,49213
4/23/2014,50953
4/24/2014,-10896
4/25/2014,22279
4/26/2014,79254
4/27/2014,72296
4/28/2014,78642
4/29/2014,13448
4/30/2014,72834
5/1/2014,24320
5/2/2014,18442
5/3/2014,6970
5/4/2014,-20713
5/5/2014,80499
5/6/2014,22667
5/7/2014,54764
5/8/2014,81129
5/9/2014,2430
5/10/2014,19692
5/11/2014,7550
5/12/2014,-14830
5/13/2014,-15511
5/14/2014,59064
5/15/2014,81768
5/16/2014,-16416
5/17/2014,82727
5/18/2014,2986
5/19/2014,-16738
5/20/2014,4518
5/21/2014,76840
5/22/2014,-12103
5/23/2014,10693
5/24/2014,42025
5/25/2014,34880
5/26/2014,47860
5/27/2014,71984
5/28/2014,69102
5/29/2014,41236
5/30/2014,51107
5/31/2014,28992
6/1/2014,49037
6/2/2014,-7119
6/3/2014,18294
6/4/2014,-23390
6/5/2014,2453
6/6/2014,24902
6/7/2014,77417
6/8/2014,-11184
6/9/2014,-19059
6/10/2014,5579
6/11/2014,44271
6/12/2014,55942
6/13/2014,77331
6/14/2014,-21855
6/15/2014,4105
6/16/2014,-23702
6/17/2014,-5527
6/18/2014,-5596
6/19/2014,310
6/20/2014,66298
6/21/2014,43243
6/22/2014,32683
6/23/2014,32565
6/24/2014,62007
6/25/2014,59901
6/26/2014,16967
6/27/2014,-5375
6/28/2014,72705
6/29/2014,-25669
6/30/2014,81280
7/1/2014,58412
7/2/2014,-16988
7/3/2014,40890
7/4/2014,26305
7/5/2014,4795
7/6/2014,-11621
7/7/2014,16563
7/8/2014,25440
7/9/2014,39683
7/10/2014,-5223
7/11/2014,39002
7/12/2014,3836
7/13/2014,65261
7/14/2014,45871
7/15/2014,32215
7/16/2014,2694
7/17/2014,-14600
7/18/2014,23853
7/19/2014,76147
7/20/2014,44140
7/21/2014,-28176
7/22/2014,-17488
7/23/2014,83328
7/24/2014,2750
7/25/2014,32618
7/26/2014,5141
7/27/2014,1103
7/28/2014,22701
7/29/2014,-23700
7/30/2014,-21597
7/31/2014,-7797
8/1/2014,20681
8/2/2014,-3635
8/3/2014,44334
8/4/2014,50510
8/5/2014,61977
8/6/2014,-16463
8/7/2014,4545
8/8/2014,73816
8/9/2014,22009
8/10/2014,-14210
8/11/2014,81816
8/12/2014,29631
8/13/2014,-23900
8/14/2014,37505
8/15/2014,76902
8/16/2014,2223
8/17/2014,40119
8/18/2014,50317
8/19/2014,14091
8/20/2014,-16375
8/21/2014,-15344
8/22/2014,79456
8/23/2014,56270
8/24/2014,20188
8/25/2014,-19439
8/26/2014,28938
8/27/2014,9111
8/28/2014,67180
8/29/2014,57008
8/30/2014,-12798
8/31/2014,-13282
9/1/2014,-26648
9/2/2014,34264
9/3/2014,-16519
9/4/2014,73720
9/5/2014,81004
9/6/2014,-19489
9/7/2014,40605
9/8/2014,72115
9/9/2014,60309
9/10/2014,40598
9/11/2014,82450
9/12/2014,70968
9/13/2014,-13264
9/14/2014,25455
9/15/2014,-19625
9/16/2014,55356
9/17/2014,-10682
9/18/2014,48227
9/19/2014,37523
9/20/2014,67185
9/21/2014,5028
9/22/2014,54649
9/23/2014,46694
9/24/2014,-10436
9/25/2014,-9237
9/26/2014,58344
9/27/2014,-10256
9/28/2014,-22412
9/29/2014,-8583
9/30/2014,79493
10/1/2014,23103
10/2/2014,25312
10/3/2014,72209
10/4/2014,79468
10/5/2014,-29463
10/6/2014,-8256
10/7/2014,11941
10/8/2014,35219
10/9/2014,67444
10/10/2014,-8382
10/11/2014,-26637
10/12/2014,-18988
10/13/2014,45178
10/14/2014,4826
10/15/2014,80528
10/16/2014,20483
10/17/2014,47267
10/18/2014,66904
10/19/2014,-27980
10/20/2014,59481
10/21/2014,31272
10/22/2014,76450
10/23/2014,16482
10/24/2014,-5143
10/25/2014,-29525
10/26/2014,81066
10/27/2014,-9050
10/28/2014,14907
10/29/2014,24137
10/30/2014,84926
10/31/2014,-6746
11/1/2014,75921
11/2/2014,-28899
11/3/2014,42779
11/4/2014,35985
11/5/2014,-14834
11/6/2014,25970
11/7/2014,14707
11/8/2014,75017
11/9/2014,-26261
11/10/2014,77118
11/11/2014,-3101
11/12/2014,68774
11/13/2014,-11857
11/14/2014,13641
11/15/2014,38931
11/16/2014,30635
11/17/2014,23264
11/18/2014,-29965
11/19/2014,-15289
11/20/2014,-15171
11/21/2014,-19408
11/22/2014,68171
11/23/2014,28436
11/24/2014,37406
11/25/2014,3635
11/26/2014,39243
11/27/2014,-4699
11/28/2014,25125
11/29/2014,34449
11/30/2014,12796
12/1/2014,80340
12/2/2014,1041
12/3/2014,2728
12/4/2014,56175
12/5/2014,12685
12/6/2014,21389
12/7/2014,5578
12/8/2014,31783
12/9/2014,19618
12/10/2014,34678
12/11/2014,-7411
12/12/2014,76489
12/13/2014,36248
12/14/2014,25456
12/15/2014,37037
12/16/2014,37244
12/17/2014,-28833
12/18/2014,31848
12/19/2014,19825
12/20/2014,46334
12/21/2014,49206
12/22/2014,49357
12/23/2014,62660
12/24/2014,35491
12/25/2014,-25201
12/26/2014,66701
12/27/2014,75748
12/28/2014,21256
12/29/2014,74397
12/30/2014,-16829
12/31/2014,62602
1/1/2015,-9329
1/2/2015,-18064
1/3/2015,-13199
1/4/2015,80761
1/5/2015,-3608
1/6/2015,23897
1/7/2015,17024
1/8/2015,-21917
1/9/2015,65618
1/10/2015,2242
1/11/2015,61355
1/12/2015,-21604
1/13/2015,35237
1/14/2015,70301
1/15/2015,64913
1/16/2015,-9432
1/17/2015,23186
1/18/2015,-15287
1/19/2015,13438
1/20/2015,15427
1/21/2015,13463
1/22/2015,54353
1/23/2015,-525
1/24/2015,54745
1/25/2015,26732
1/26/2015,-22740
1/27/2015,-1979
1/28/2015,-7828
1/29/2015,13636
1/30/2015,16277
1/31/2015,47998
2/1/2015,47638
2/2/2015,37728
2/3/2015,62881
2/4/2015,62865
2/5/2015,38533
2/6/2015,-28666
2/7/2015,55249
2/8/2015,15020
2/9/2015,13377
2/10/2015,79618
2/11/2015,-13439
2/12/2015,55729
2/13/2015,23073
2/14/2015,79513
2/15/2015,11423
2/16/2015,79192
2/17/2015,26789
2/18/2015,69257
2/19/2015,37100
2/20/2015,30783
2/21/2015,79838
2/22/2015,-5236
2/23/2015,-21258
2/24/2015,52490
2/25/2015,66887
2/26/2015,-18643
2/27/2015,31731
2/28/2015,72951
3/1/2015,-22300
3/2/2015,13848
3/3/2015,45211
3/4/2015,-16678
3/5/2015,73004
3/6/2015,61509
3/7/2015,-26329
3/8/2015,71389
3/9/2015,8033
3/10/2015,54804
3/11/2015,60518
3/12/2015,83151
3/13/2015,-26113
3/14/2015,28195
3/15/2015,52843
3/16/2015,78352
3/17/2015,52235
3/18/2015,-18320
3/19/2015,17320
3/20/2015,66478
3/21/2015,57095
3/22/2015,31255
3/23/2015,-2693
3/24/2015,20717
3/25/2015,84236
3/26/2015,70285
3/27/2015,68490
3/28/2015,5021
3/29/2015,79229
3/30/2015,-3735
3/31/2015,22447
4/1/2015,-10278
4/2/2015,-16240
4/3/2015,68613
4/4/2015,-6643
4/5/2015,76987
4/6/2015,38235
4/7/2015,-29083
4/8/2015,51772
4/9/2015,70798
4/10/2015,739
4/11/2015,20946
4/12/2015,62145
4/13/2015,-9800
4/14/2015,51569
4/15/2015,59644
4/16/2015,40361
4/17/2015,13188
4/18/2015,2470
4/19/2015,-9207
4/20/2015,34690
4/21/2015,4762
4/22/2015,-4467
4/23/2015,78002
4/24/2015,68542
4/25/2015,37347
4/26/2015,56265
4/27/2015,22390
4/28/2015,84611
4/29/2015,1543
4/30/2015,64351
5/1/2015,49868
5/2/2015,22926
5/3/2015,66324
5/4/2015,60914
5/5/2015,44436
5/6/2015,-1314
5/7/2015,82818
5/8/2015,4793
5/9/2015,-19746
5/10/2015,918
5/11/2015,70836
5/12/2015,-12937
5/13/2015,12548
5/14/2015,-11678
5/15/2015,24896
5/16/2015,-19834
5/17/2015,-27705
5/18/2015,38566
5/19/2015,75677
5/20/2015,63340
5/21/2015,1697
5/22/2015,27296
5/23/2015,16314
5/24/2015,4032
5/25/2015,-8516
5/26/2015,54052
5/27/2015,70397
5/28/2015,911
5/29/2015,5294
5/30/2015,-27697
5/31/2015,1383
6/1/2015,-16044
6/2/2015,23596
6/3/2015,23633
6/4/2015,-8486
6/5/2015,83423
6/6/2015,13720
6/7/2015,38311
6/8/2015,73884
6/9/2015,47471
6/10/2015,18080
6/11/2015,-12320
6/12/2015,65609
6/13/2015,64040
6/14/2015,50187
6/15/2015,30835
6/16/2015,9636
6/17/2015,-481
6/18/2015,-17191
6/19/2015,23217
6/20/2015,38314
6/21/2015,-17068
6/22/2015,-12909
6/23/2015,-21168
6/24/2015,84698
6/25/2015,-5077
6/26/2015,-23498
6/27/2015,19663
6/28/2015,-19279
6/29/2015,34062
6/30/2015,-23155
7/1/2015,-10211
7/2/2015,-2858
7/3/2015,72670
7/4/2015,34306
7/5/2015,15739
7/6/2015,81738
7/7/2015,2224
7/8/2015,55015
7/9/2015,82901
7/10/2015,-11364
7/11/2015,62863
7/12/2015,-22687
7/13/2015,65425
7/14/2015,2998
7/15/2015,84630
7/16/2015,39743
7/17/2015,35109
7/18/2015,63900
7/19/2015,-27157
7/20/2015,1605
7/21/2015,21195
7/22/2015,3083
7/23/2015,-18969
7/24/2015,81717
7/25/2015,46267
7/26/2015,-4297
7/27/2015,57636
7/28/2015,10924
7/29/2015,4744
7/30/2015,48526
7/31/2015,-13811
8/1/2015,19271
8/2/2015,7582
8/3/2015,53152
8/4/2015,10807
8/5/2015,-14399
8/6/2015,-5376
8/7/2015,-24948
8/8/2015,-15175
8/9/2015,-13201
8/10/2015,78837
8/11/2015,-5537
8/12/2015,13455
8/13/2015,64583
8/14/2015,44599
8/15/2015,-22462
8/16/2015,22571
8/17/2015,24563
8/18/2015,54675
8/19/2015,74073
8/20/2015,19616
8/21/2015,15806
8/22/2015,-17017
8/23/2015,18462
8/24/2015,-1033
8/25/2015,50817
8/26/2015,48478
8/27/2015,20889
8/28/2015,2623
8/29/2015,-15056
8/30/2015,12079
8/31/2015,72314
9/1/2015,57768
9/2/2015,-25733
9/3/2015,20356
9/4/2015,58462
9/5/2015,83061
9/6/2015,-1399
9/7/2015,31414
9/8/2015,59503
9/9/2015,67401
9/10/2015,67148
9/11/2015,-16425
9/12/2015,78518
9/13/2015,-22010
9/14/2015,52809
9/15/2015,-9928
9/16/2015,-14327
9/17/2015,-24322
9/18/2015,-27424
9/19/2015,60114
9/20/2015,58144
9/21/2015,22862
9/22/2015,-27251
9/23/2015,-10874
9/24/2015,6454
9/25/2015,1358
9/26/2015,20258
9/27/2015,17559
9/28/2015,74250
9/29/2015,-9965
9/30/2015,11883
10/1/2015,72131
10/2/2015,20792
10/3/2015,71299
10/4/2015,-16176
10/5/2015,54018
10/6/2015,56224
10/7/2015,-792
10/8/2015,20824
10/9/2015,54112
10/10/2015,-16182
10/11/2015,52242
10/12/2015,11110
10/13/2015,-13366
10/14/2015,7825
10/15/2015,-5245
10/16/2015,69342
10/17/2015,61450
10/18/2015,-4543
10/19/2015,-13881
10/20/2015,19101
10/21/2015,28056
10/22/2015,10650
10/23/2015,5584
10/24/2015,59322
10/25/2015,22323
10/26/2015,30555
10/27/2015,6303
10/28/2015,37147
10/29/2015,38542
10/30/2015,27644
10/31/2015,-7149
11/1/2015,59259
11/2/2015,-5765
11/3/2015,76057
11/4/2015,42921
11/5/2015,69162
11/6/2015,71870
11/7/2015,80420
11/8/2015,34547
11/9/2015,14468
11/10/2015,-8907
11/11/2015,11695
11/12/2015,-18372
11/13/2015,68117
11/14/2015,2060
11/15/2015,60431
11/16/2015,33531
11/17/2015,42918
11/18/2015,49736
11/19/2015,68912
11/20/2015,44078
11/21/2015,5698
11/22/2015,66534
11/23/2015,51843
11/24/2015,-11219
11/25/2015,32550
11/26/2015,75078
11/27/2015,-8250
11/28/2015,55632
11/29/2015,74593
11/30/2015,48781
12/1/2015,1735
12/2/2015,28254
12/3/2015,30690
12/4/2015,-26279
12/5/2015,79969
12/6/2015,8108
12/7/2015,32916
12/8/2015,16971
12/9/2015,-23457
12/10/2015,40812
12/11/2015,46191
12/12/2015,-12721
12/13/2015,48186
12/14/2015,56361
12/15/2015,69937
12/16/2015,61597
12/17/2015,-19681
12/18/2015,4223
12/19/2015,-17671
12/20/2015,3329
12/21/2015,45005
12/22/2015,78264
12/23/2015,27209
12/24/2015,25674
12/25/2015,52818
12/26/2015,-23856
12/27/2015,81459
12/28/2015,84819
12/29/2015,-20120
12/30/2015,80586
12/31/2015,42977
1/1/2016,-17877
1/2/2016,82194
1/3/2016,41962
1/4/2016,76792
1/5/2016,73997
1/6/2016,7290
1/7/2016,76704
1/8/2016,14382
1/9/2016,33175
1/10/2016,-21554
1/11/2016,37874
1/12/2016,17515
1/13/2016,35603
1/14/2016,3444
1/15/2016,58650
1/16/2016,68166
1/17/2016,38746
1/18/2016,20398
1/19/2016,24330
1/20/2016,37431
1/21/2016,-23585
1/22/2016,32357
1/23/2016,-4066
1/24/2016,-8740
1/25/2016,23682
1/26/2016,81774
1/27/2016,3283
1/28/2016,44879
1/29/2016,8669
1/30/2016,18488
1/31/2016,55249
2/1/2016,-14602
2/2/2016,58236
2/3/2016,2359
2/4/2016,22055
2/5/2016,69369
2/6/2016,19893
2/7/2016,30746
2/8/2016,-5643
2/9/2016,7681
2/10/2016,863
2/11/2016,42219
2/12/2016,50
2/13/2016,69282
2/14/2016,45561
2/15/2016,58306
2/16/2016,23079
2/17/2016,18771
2/18/2016,64551
2/19/2016,76348
2/20/2016,71095
2/21/2016,-14311
2/22/2016,38146
2/23/2016,67903
2/24/2016,33434
2/25/2016,83018
2/26/2016,36719
2/27/2016,-242
2/28/2016,69415
2/29/2016,75985
3/1/2016,61934
3/2/2016,-28393
3/3/2016,-10362
3/4/2016,2920
3/5/2016,54384
3/6/2016,4241
3/7/2016,69249
3/8/2016,-17885
3/9/2016,22002
3/10/2016,49982
3/11/2016,57655
3/12/2016,-8446
3/13/2016,-1638
3/14/2016,79272
3/15/2016,-7108
3/16/2016,81346
3/17/2016,68600
3/18/2016,61688
3/19/2016,33694
3/20/2016,60121
3/21/2016,-26151
3/22/2016,55329
3/23/2016,-9768
3/24/2016,44460
3/25/2016,2387
3/26/2016,41748
3/27/2016,39863
3/28/2016,25318
3/29/2016,71976
3/30/2016,28930
3/31/2016,-3862
4/1/2016,1274
4/2/2016,81853
4/3/2016,82048
4/4/2016,69420
4/5/2016,-6054
4/6/2016,13429
4/7/2016,36291
4/8/2016,-4838
4/9/2016,71853
4/10/2016,-19157
4/11/2016,57465
4/12/2016,20240
4/13/2016,-9171
4/14/2016,58558
4/15/2016,16218
4/16/2016,16593
4/17/2016,48392
4/18/2016,38171
4/19/2016,33954
4/20/2016,9206
4/21/2016,9088
4/22/2016,-7893
4/23/2016,23475
4/24/2016,57269
4/25/2016,-6159
4/26/2016,82832
4/27/2016,10478
4/28/2016,-15809
4/29/2016,-19756
4/30/2016,-4091
5/1/2016,25336
5/2/2016,34040
5/3/2016,69376
5/4/2016,28910
5/5/2016,73280
5/6/2016,-14593
5/7/2016,52879
5/8/2016,-7474
5/9/2016,107
5/10/2016,-18049
5/11/2016,8953
5/12/2016,47979
5/13/2016,-19044
5/14/2016,-16447
5/15/2016,43909
5/16/2016,32751
5/17/2016,2260
5/18/2016,38223
5/19/2016,-27217
5/20/2016,-25550
5/21/2016,5784
5/22/2016,65491
5/23/2016,84608
5/24/2016,12296
5/25/2016,34613
5/26/2016,82692
5/27/2016,-19779
5/28/2016,10852
5/29/2016,10617
5/30/2016,48566
5/31/2016,78421
6/1/2016,-7749
6/2/2016,-26985
6/3/2016,19433
6/4/2016,-11150
6/5/2016,25016
6/6/2016,42108
6/7/2016,6568
6/8/2016,79869
6/9/2016,79206
6/10/2016,-11952
6/11/2016,75812
6/12/2016,48743
6/13/2016,-29113
6/14/2016,66888
6/15/2016,20356
6/16/2016,38427
6/17/2016,51684
6/18/2016,65282
6/19/2016,23599
6/20/2016,27324
6/21/2016,77219
6/22/2016,55304
6/23/2016,82325
6/24/2016,65267
6/25/2016,43953
6/26/2016,-24575
6/27/2016,-8764
6/28/2016,35171
6/29/2016,-1152
6/30/2016,42731
7/1/2016,41534
7/2/2016,-18733
7/3/2016,57227
7/4/2016,72865
7/5/2016,74317
7/6/2016,28366
7/7/2016,52396
7/8/2016,74554
7/9/2016,12759
7/10/2016,-20634
7/11/2016,20126
7/12/2016,82326
7/13/2016,8586
7/14/2016,39281
7/15/2016,12483
7/16/2016,38638
7/17/2016,76971
7/18/2016,84480
7/19/2016,46733
7/20/2016,35193
7/21/2016,61307
7/22/2016,-20794
7/23/2016,68127
7/24/2016,34560
7/25/2016,-28847
7/26/2016,80391
7/27/2016,-859
7/28/2016,69751
7/29/2016,8634
7/30/2016,69347
7/31/2016,-369
8/1/2016,45479
8/2/2016,69098
8/3/2016,9242
8/4/2016,52531
8/5/2016,20830
8/6/2016,55298
8/7/2016,-6442
8/8/2016,9456
8/9/2016,23418
8/10/2016,7745
8/11/2016,5888
8/12/2016,30719
8/13/2016,78898
8/14/2016,19250
8/15/2016,-15585
8/16/2016,-11346
8/17/2016,-25772
8/18/2016,16941
8/19/2016,41063
8/20/2016,73980
8/21/2016,11373
8/22/2016,17618
8/23/2016,-27510
8/24/2016,-11063
8/25/2016,79162
8/26/2016,39687
8/27/2016,8421
8/28/2016,14620
8/29/2016,58231
8/30/2016,4164
8/31/2016,24066
9/1/2016,35061
9/2/2016,45434
9/3/2016,54670
9/4/2016,28611
9/5/2016,42252
9/6/2016,-21320
9/7/2016,4363
9/8/2016,19550
9/9/2016,59278
9/10/2016,76849
9/11/2016,4128
9/12/2016,75394
9/13/2016,14928
9/14/2016,30624
9/15/2016,-6717
9/16/2016,29914
9/17/2016,83162
9/18/2016,31508
9/19/2016,11303
9/20/2016,3037
9/21/2016,30037
9/22/2016,42255
9/23/2016,70358
9/24/2016,19726
9/25/2016,37183
9/26/2016,64503
